,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
1175,1272,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26.0,1998.0,11,9,798,8.9,0.0,0.0,0.0,0.0,0.04,0.09,0.04,0.09,11,5,45.5,6,54.5,48.54,1.12,10.9,29.44,8.43,0.79,48.54,1.24,0.56,0.67,24.83,114.83,45.51,0.34,0.79,0.22,1.12,0.56,32.58,1.01,1.13,0.23,1.01,0.11,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,290,355,81.7,4571,947,155,176,88.1,116,135,85.9,14,30,46.7,0.0,0.04,0.03,-0.04,0.56,2.92,0.11,0.0,2.47,39.89,38.31,1.35,0.56,0.0,0.22,0.67,0.45,0.0,0.0,0.0,0.0,32.58,0.22,0.79,0.56,0.23,0.0,0.0,0.07,-0.4,-0.4,44.4,0.11,0.0,0.0,0.9,0.9,0.0,0.67,0.9,0.0,0.0,4.61,0.45,0.56,1.69,0.45,1.12,0.11,0.67,1.46,0.79,0.9,0.22,2.36,1.01,0.0,46.2
1187,1286,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23.0,2001.0,7,5,429,4.8,0.21,0.42,0.21,0.42,0.03,0.11,0.03,0.11,3,2,66.7,1,33.3,66.25,4.58,29.79,29.17,7.5,0.62,66.25,0.62,0.42,0.21,41.67,186.88,79.17,0.83,1.25,0.0,0.42,0.21,45.42,0.42,0.63,0.42,0.42,0.0,0.0,0.21,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,226,263,85.9,3801,1080,95,104,91.3,117,127,92.1,11,24,45.8,0.21,0.08,0.08,0.12,0.21,2.71,0.42,0.0,3.96,54.79,53.96,0.83,0.62,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,47.08,0.0,0.83,0.42,0.21,0.5,1.0,0.07,0.9,0.9,58.3,0.21,0.0,0.0,1.88,1.04,0.0,1.46,1.88,0.0,0.0,3.33,1.46,1.04,2.08,0.83,1.04,0.21,0.83,2.08,1.25,1.25,0.62,3.54,3.33,0.0,40.0
1188,1287,Daniel Maldini,it ITA,MF,Monza,it Serie A,23.0,2001.0,12,10,770,8.6,0.12,0.12,0.12,0.12,0.27,0.28,0.27,0.28,36,15,41.7,18,50.0,41.51,0.81,5.81,20.35,16.16,1.86,41.51,4.19,1.74,2.09,28.02,178.02,75.35,1.98,2.21,0.12,2.79,2.44,30.12,4.53,2.57,0.35,1.28,0.23,0.35,0.35,0.35,0.0,0.23,0.0,0.0,0.12,0.0,0.0,167,233,71.7,2748,603,84,102,82.4,64,85,75.3,13,30,43.3,0.0,0.01,0.06,-0.01,0.35,1.05,0.58,0.23,2.79,27.09,24.53,2.56,0.81,0.0,0.23,2.79,0.0,1.16,0.35,0.81,0.0,19.42,0.0,0.47,2.57,1.17,0.05,0.1,0.1,-1.3,-1.3,45.5,0.47,0.0,0.0,1.16,3.14,0.0,0.35,0.58,0.0,0.0,3.37,1.16,1.4,1.4,0.47,0.93,0.0,0.58,0.81,0.23,0.7,0.23,1.74,0.7,0.23,71.4
1189,1288,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26.0,1998.0,9,7,592,6.6,0.0,0.0,0.0,0.0,0.04,0.1,0.04,0.1,6,1,16.7,3,50.0,36.36,0.76,7.88,21.36,7.73,0.61,36.36,0.91,0.15,0.45,15.3,56.67,33.03,0.45,0.3,0.0,1.52,0.45,21.06,2.27,1.37,0.0,0.91,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,175,69.7,1898,713,71,83,85.5,35,56,62.5,10,20,50.0,0.0,0.06,0.02,-0.06,0.45,3.79,0.15,0.15,3.33,26.52,25.76,0.45,0.3,0.15,0.0,1.06,0.15,0.0,0.0,0.0,0.0,18.48,0.3,0.91,1.22,0.3,0.0,0.0,0.03,-0.2,-0.2,40.0,0.15,0.0,0.0,2.27,1.52,0.0,0.91,0.91,0.0,0.0,5.45,0.61,0.91,1.21,0.61,0.61,0.0,0.3,1.36,1.06,1.97,0.45,2.12,1.21,0.0,22.2
1190,1289,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25.0,1999.0,10,5,489,5.4,0.37,0.37,0.37,0.37,0.38,0.38,0.38,0.38,29,9,31.0,18,62.1,38.89,0.0,2.59,12.59,24.44,5.93,38.89,5.37,1.67,3.33,25.56,120.93,52.96,2.59,1.3,1.85,2.41,1.11,29.63,9.26,1.48,0.37,0.93,0.0,0.37,0.19,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,103,143,72.0,1312,305,72,87,82.8,26,38,68.4,3,7,42.9,0.0,0.0,0.06,0.0,0.0,0.56,0.56,0.19,1.67,26.48,24.81,1.67,0.56,0.19,0.37,1.85,0.93,0.19,0.0,0.0,0.0,19.07,0.0,1.11,2.21,0.74,0.17,0.5,0.17,-0.1,-0.1,25.0,0.0,0.0,0.0,0.19,1.11,0.37,0.56,0.0,0.0,0.0,2.22,0.19,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.56,0.56,0.0,0.0
1193,1293,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26.0,1998.0,13,12,979,10.9,0.28,0.55,0.28,0.55,0.19,0.44,0.19,0.44,38,14,36.8,21,55.3,46.42,0.37,4.86,18.9,23.3,4.68,46.42,3.49,1.28,1.93,28.07,195.78,68.99,2.75,1.47,1.38,2.11,1.28,33.67,6.97,4.6,0.55,3.39,0.55,0.28,0.18,0.09,0.09,0.37,0.09,0.0,0.09,0.0,0.0,313,390,80.3,4590,1255,197,232,84.9,90,105,85.7,18,29,62.1,0.28,0.25,0.13,0.03,2.48,1.83,1.38,0.28,3.12,35.78,33.49,2.29,0.28,0.18,0.18,1.74,0.37,1.56,0.18,0.09,0.0,28.72,0.0,1.1,2.39,0.83,0.12,0.33,0.08,1.0,1.0,9.1,0.0,0.0,0.0,0.37,0.92,0.18,0.64,0.28,0.0,0.0,3.49,0.09,0.92,0.46,0.28,0.09,0.09,0.37,1.19,0.83,0.37,0.09,1.1,0.55,0.0,30.8
1196,1297,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30.0,1994.0,12,7,602,6.7,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.03,7,2,28.6,3,42.9,70.45,5.22,30.6,30.9,9.25,0.45,70.45,1.04,0.3,0.45,41.19,169.25,85.07,1.04,1.19,0.0,0.45,0.6,45.67,0.9,1.05,0.15,0.9,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,336,404,83.2,5258,1930,167,182,91.8,149,177,84.2,13,31,41.9,0.0,0.01,0.01,-0.01,0.3,2.39,0.3,0.0,3.28,60.3,51.49,8.81,1.19,0.0,0.15,0.3,7.61,0.0,0.0,0.0,0.0,50.15,0.0,0.75,0.15,0.15,0.0,0.0,0.07,-0.1,-0.1,30.8,0.45,0.0,0.0,1.79,1.19,0.15,1.49,1.49,0.0,0.0,4.48,0.6,1.34,2.39,1.19,1.04,0.15,1.34,2.09,0.75,1.04,0.45,3.88,3.58,0.0,64.3
1199,1302,Ryan Manning,ie IRL,"DF,FW",Southampton,eng Premier League,28.0,1996.0,6,6,419,4.7,0.0,0.0,0.0,0.0,0.02,0.16,0.02,0.16,9,5,55.6,4,44.4,47.66,4.68,12.55,18.09,17.66,2.34,47.66,1.91,1.06,0.85,24.68,91.06,46.6,0.85,0.64,0.43,1.06,0.21,31.28,6.6,2.58,0.0,1.06,1.28,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,139,180,77.2,2312,586,67,72,93.1,58,69,84.1,10,28,35.7,0.0,0.15,0.15,-0.15,1.7,0.21,0.43,0.43,0.64,38.3,31.06,7.02,1.7,0.0,0.21,5.11,2.55,2.77,2.55,0.0,0.0,29.57,0.21,0.85,0.43,0.0,0.0,0.0,0.04,-0.1,-0.1,80.0,0.21,0.0,0.0,1.06,1.7,0.0,0.64,0.85,0.0,0.0,1.49,0.85,0.21,1.49,0.43,0.64,0.43,0.85,1.06,0.21,1.7,1.06,2.13,1.91,0.0,80.0
1200,1303,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30.0,1994.0,8,7,483,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1,100.0,68.33,3.33,27.78,35.37,5.37,0.0,68.33,0.19,0.0,0.19,41.48,175.74,77.78,0.37,0.93,0.0,0.19,0.0,50.74,0.74,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,330,89.1,4903,1393,137,149,91.9,144,153,94.1,11,21,52.4,0.0,0.0,0.02,0.0,0.0,3.15,0.37,0.0,3.89,61.11,58.52,2.59,1.67,0.19,0.0,0.37,0.93,0.0,0.0,0.0,0.0,54.44,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,0.19,0.0,0.0,1.67,0.19,0.0,1.3,0.93,0.0,0.0,2.96,0.93,1.48,1.3,0.74,0.56,0.0,0.37,1.67,1.3,0.93,0.56,2.59,2.41,0.0,22.2
1203,1306,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22.0,2002.0,11,3,447,5.0,0.2,0.4,0.2,0.4,0.17,0.37,0.17,0.37,20,7,35.0,11,55.0,32.6,0.6,3.2,18.8,11.0,2.6,32.6,4.0,1.4,2.2,22.2,102.4,33.0,1.0,0.8,0.4,3.6,2.0,24.2,4.6,1.61,0.4,0.8,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,68,96,70.8,1014,218,39,50,78.0,26,33,78.8,2,4,50.0,0.2,0.2,0.04,0.0,1.0,1.6,0.4,0.0,1.2,19.2,17.6,1.6,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,13.6,0.0,1.0,2.21,0.6,0.09,0.33,0.08,0.2,0.2,59.1,0.2,0.0,0.0,2.8,1.4,0.6,0.6,0.6,0.0,0.0,2.8,2.6,1.8,1.2,0.0,0.8,0.4,0.2,1.0,0.8,0.4,0.0,1.8,0.4,0.0,20.0
1205,1308,Marcão,br BRA,DF,Sevilla,es La Liga,28.0,1996.0,8,5,456,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,1,33.3,61.37,8.82,36.47,24.12,0.98,0.39,61.37,0.59,0.0,0.2,33.14,151.96,64.51,0.0,0.0,0.0,0.78,0.59,38.24,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,254,87.8,3831,1541,104,107,97.2,103,113,91.2,15,27,55.6,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,3.33,49.8,46.08,3.53,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.73,0.2,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2,0.78,0.2,0.2,1.37,1.57,0.0,1.18,1.18,0.0,0.2,4.31,2.55,0.98,1.76,1.18,0.59,0.0,0.39,0.59,0.2,1.76,1.18,2.94,4.51,0.2,66.7
1217,1320,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,25.0,1999.0,11,11,913,10.1,1.08,1.77,0.89,1.58,0.56,1.05,0.41,0.9,64,29,45.3,29,45.3,37.72,0.0,3.07,13.76,21.98,6.53,37.52,6.34,2.87,2.87,25.54,196.73,102.87,4.55,3.17,3.17,4.65,2.97,27.72,6.83,6.02,1.68,2.57,1.19,0.79,0.79,0.59,0.1,0.59,0.2,0.5,0.2,0.2,0.0,160,222,72.1,2777,1095,80,96,83.3,40,58,69.0,30,51,58.8,0.69,0.5,0.28,0.2,2.48,1.58,1.39,0.1,2.77,21.98,17.52,4.36,1.29,0.5,0.0,3.86,0.2,2.57,0.79,1.58,0.0,15.84,0.1,0.5,4.34,2.17,0.2,0.41,0.09,5.3,4.9,30.0,0.2,0.0,0.0,0.4,3.66,0.5,0.1,0.4,0.1,0.0,3.17,0.3,0.69,0.69,0.0,0.3,0.4,0.1,0.3,0.2,0.69,0.1,0.79,0.1,0.0,33.3
1221,1324,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22.0,2002.0,8,4,374,4.2,0.24,0.24,0.24,0.24,0.28,0.35,0.28,0.35,8,2,25.0,6,75.0,32.86,0.95,7.62,12.14,13.33,3.33,32.86,1.9,0.48,1.43,17.86,74.05,25.0,0.95,0.48,0.24,1.67,2.14,20.48,6.43,1.2,0.0,0.48,0.0,0.48,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,83,57.8,657,178,24,39,61.5,21,27,77.8,0,4,0.0,0.0,0.07,0.05,-0.07,0.48,0.48,0.24,0.24,0.71,19.76,19.29,0.48,0.0,0.0,0.0,1.43,0.48,0.0,0.0,0.0,0.0,11.43,0.0,2.14,1.68,0.72,0.14,0.33,0.16,-0.1,-0.1,37.5,0.24,0.0,0.0,2.14,2.14,0.24,0.0,0.71,0.0,0.0,3.33,0.71,1.19,2.14,0.95,0.71,0.48,0.71,3.81,3.1,1.67,0.24,2.14,1.19,0.0,18.8
1222,1325,Gerard Martín,es ESP,DF,Barcelona,es La Liga,22.0,2002.0,10,4,325,3.6,0.0,0.28,0.0,0.28,0.0,0.08,0.0,0.08,2,0,0.0,2,100.0,75.28,3.33,20.83,36.11,18.33,0.56,75.28,0.56,0.0,0.56,26.67,73.89,40.28,0.83,0.83,0.0,0.83,0.28,47.78,6.94,1.94,0.28,1.94,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,189,231,81.8,3077,945,98,111,88.3,80,93,86.0,10,18,55.6,0.28,0.08,0.11,0.19,0.83,2.22,1.11,0.0,3.33,64.17,56.11,8.06,0.83,0.28,0.0,1.39,7.22,0.0,0.0,0.0,0.0,52.5,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.56,0.0,0.0,1.67,0.56,0.0,0.56,1.11,0.0,0.0,2.78,1.11,0.28,2.78,1.11,0.83,0.83,1.94,2.5,0.56,2.22,0.56,3.33,2.5,0.0,77.8
1225,1328,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34.0,1990.0,12,5,458,5.1,0.2,0.2,0.2,0.2,0.07,0.13,0.07,0.13,4,2,50.0,1,25.0,63.14,3.53,16.47,36.86,10.0,0.78,63.14,0.78,0.39,0.2,28.43,136.08,65.88,1.57,0.98,0.0,0.78,0.78,43.14,1.37,1.57,0.39,1.57,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,240,273,87.9,3811,941,128,139,92.1,90,99,90.9,15,21,71.4,0.0,0.06,0.08,-0.06,0.59,3.33,0.59,0.39,3.73,53.53,51.57,1.76,1.18,0.0,0.2,0.59,0.59,0.0,0.0,0.0,0.0,47.06,0.2,1.18,0.39,0.2,0.5,1.0,0.17,0.7,0.7,35.7,0.39,0.0,0.0,1.37,1.96,0.0,1.18,0.98,0.0,0.2,5.49,0.98,1.76,2.16,1.57,0.39,0.2,0.98,1.96,0.98,0.59,0.0,3.33,2.16,0.2,50.0
1226,1329,Mario Martín,es ESP,MF,Valladolid,es La Liga,20.0,2004.0,11,7,636,7.1,0.0,0.14,0.0,0.14,0.04,0.09,0.04,0.09,14,8,57.1,5,35.7,50.0,3.8,15.49,26.2,8.59,1.41,50.0,1.97,1.13,0.7,26.9,160.56,66.06,0.7,0.42,0.28,2.39,1.83,30.0,1.13,2.12,0.14,0.99,0.14,0.14,0.14,0.7,0.0,0.14,0.0,0.0,0.0,0.0,0.0,222,264,84.1,4213,1069,92,108,85.2,92,101,91.1,30,40,75.0,0.14,0.04,0.07,0.1,0.42,3.38,0.0,0.0,3.52,37.18,35.35,1.69,0.85,0.0,0.28,0.28,0.28,0.0,0.0,0.0,0.0,31.27,0.14,0.56,1.13,0.57,0.0,0.0,0.04,-0.3,-0.3,48.1,0.42,0.14,0.0,2.39,2.54,0.0,0.85,1.55,0.0,0.0,3.66,1.83,1.97,2.96,1.41,1.41,0.14,1.41,3.1,1.69,1.13,0.14,3.8,2.54,0.42,45.5
1227,1330,Gabriel Martinelli,br BRA,"MF,FW",Arsenal,eng Premier League,23.0,2001.0,11,8,682,7.6,0.4,0.66,0.4,0.66,0.27,0.5,0.27,0.5,35,14,40.0,13,37.1,38.82,0.92,4.87,10.13,24.74,6.71,38.82,4.61,1.84,1.71,23.95,198.42,115.26,5.13,2.11,2.11,1.97,1.71,27.5,11.71,2.77,0.26,2.37,0.0,0.26,0.13,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,152,213,71.4,2268,480,94,116,81.0,49,67,73.1,7,13,53.8,0.26,0.22,0.24,0.04,1.58,0.39,1.32,0.66,1.97,28.03,27.24,0.79,0.0,0.0,0.13,3.16,0.66,0.13,0.13,0.0,0.0,20.0,0.0,1.58,1.72,0.92,0.23,0.43,0.16,0.9,0.9,46.7,0.0,0.0,0.0,0.66,0.79,0.26,0.13,0.92,0.0,0.0,3.55,0.92,1.05,1.18,0.13,0.39,0.66,0.53,1.45,0.92,0.53,0.0,1.32,1.18,0.0,36.4
1232,1336,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26.0,1998.0,10,10,886,9.8,0.0,0.0,0.0,0.0,0.08,0.09,0.08,0.09,3,2,66.7,1,33.3,79.29,8.47,38.57,36.63,4.59,0.61,79.29,0.31,0.2,0.1,50.61,242.86,140.51,0.51,0.71,0.1,0.0,0.0,54.39,0.51,1.12,0.0,1.02,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,606,681,89.0,10224,3749,263,279,94.3,316,341,92.7,24,52,46.2,0.0,0.01,0.03,-0.01,0.31,4.29,0.31,0.0,5.92,69.49,65.71,3.67,0.71,0.2,0.0,0.31,1.43,0.0,0.0,0.0,0.0,61.84,0.1,0.31,0.71,0.3,0.0,0.0,0.12,-0.8,-0.8,55.6,0.41,0.0,0.0,1.02,0.31,0.0,2.24,1.33,0.0,0.0,4.08,1.02,0.82,2.24,1.53,0.51,0.2,1.12,1.94,0.82,1.12,0.31,4.49,2.76,0.1,57.9
1234,1338,Toni Martínez,es ESP,FW,Alavés,es La Liga,27.0,1997.0,11,5,471,5.2,0.57,0.57,0.57,0.57,0.27,0.35,0.27,0.35,4,3,75.0,1,25.0,33.46,1.35,2.12,13.27,18.46,6.92,33.46,0.77,0.58,0.19,12.88,49.04,15.58,0.58,0.58,0.58,3.27,0.38,21.92,4.42,2.68,0.19,1.54,0.0,0.19,0.38,0.38,0.19,0.0,0.0,0.0,0.19,0.0,0.0,55,104,52.9,682,102,33,47,70.2,16,35,45.7,2,6,33.3,0.0,0.08,0.15,-0.08,0.96,0.58,0.38,0.19,0.58,20.0,18.08,1.54,0.0,0.38,0.38,0.77,0.0,0.0,0.0,0.0,0.0,10.58,0.38,0.19,4.39,1.53,0.13,0.38,0.06,1.6,1.6,54.8,0.0,0.0,0.0,1.73,0.96,0.38,0.0,0.58,0.0,0.19,3.08,6.54,5.38,0.96,0.0,0.58,0.38,0.0,0.19,0.19,0.96,0.38,0.96,1.35,0.0,0.0
1240,1344,Adam Masina,ma MAR,DF,Torino,it Serie A,30.0,1994.0,12,11,1048,11.6,0.09,0.26,0.09,0.26,0.01,0.04,0.01,0.04,6,2,33.3,4,66.7,71.81,7.93,31.03,37.67,3.45,0.52,71.81,0.52,0.17,0.34,40.09,187.41,111.55,0.78,0.52,0.09,0.43,0.17,49.22,0.26,1.2,0.34,0.95,0.0,0.17,0.0,0.09,0.0,0.17,0.0,0.09,0.0,0.09,0.0,615,722,85.2,11217,4241,236,262,90.1,322,360,89.4,50,90,55.6,0.17,0.03,0.04,0.15,0.26,3.02,0.34,0.17,3.79,62.24,58.97,3.28,1.29,0.09,0.43,0.6,1.72,0.0,0.0,0.0,0.0,53.02,0.0,0.17,0.17,0.09,0.5,1.0,0.08,0.8,0.8,76.5,0.26,0.0,0.0,1.12,0.78,0.09,0.69,0.78,0.09,0.0,3.36,3.36,1.03,1.38,1.03,0.34,0.0,1.12,2.07,0.95,1.47,0.95,2.07,3.88,0.09,54.2
1242,1346,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,26.0,1998.0,7,7,555,6.2,0.0,0.16,0.0,0.16,0.05,0.18,0.05,0.18,0,0,0.0,0,0.0,50.32,6.77,25.65,23.39,1.45,0.97,50.32,0.0,0.0,0.0,28.39,122.26,60.16,0.16,0.16,0.0,0.32,0.32,30.65,0.0,0.65,0.16,0.65,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,204,248,82.3,4548,1858,46,50,92.0,125,142,88.0,33,50,66.0,0.16,0.13,0.06,0.03,0.32,2.58,0.0,0.0,3.87,40.0,37.9,1.77,1.29,0.16,0.32,0.0,0.0,0.0,0.0,0.0,0.0,32.9,0.32,0.65,0.81,0.49,0.0,0.0,0.06,-0.3,-0.3,61.5,0.16,0.0,0.0,1.13,0.48,0.0,1.29,0.97,0.0,0.0,3.23,1.29,0.81,1.13,0.81,0.32,0.0,0.97,2.26,1.29,1.77,1.13,2.42,4.35,0.0,42.9
1246,1350,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22.0,2002.0,12,5,534,5.9,0.0,0.34,0.0,0.34,0.12,0.32,0.12,0.32,9,2,22.2,7,77.8,72.2,2.37,10.68,42.37,20.34,1.02,72.2,1.53,0.34,1.19,44.41,261.19,116.1,1.69,2.2,0.0,0.68,0.85,51.36,3.56,2.53,0.67,2.03,0.17,0.0,0.17,0.0,0.17,0.51,0.0,0.0,0.17,0.0,0.0,310,359,86.4,4951,1078,161,180,89.4,127,139,91.4,18,23,78.3,0.34,0.2,0.07,0.14,0.85,7.12,0.68,0.17,6.44,60.85,59.49,1.19,0.68,0.0,0.34,0.51,0.51,0.0,0.0,0.0,0.0,52.54,0.17,1.19,1.85,0.67,0.0,0.0,0.07,-0.7,-0.7,63.2,0.34,0.0,0.0,1.69,2.54,0.0,1.53,1.86,0.0,0.0,5.93,2.03,1.19,2.71,0.85,1.69,0.17,0.34,1.02,0.68,1.86,0.34,4.24,1.19,0.0,33.3
1248,1352,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27.0,1997.0,12,10,844,9.4,0.32,0.43,0.21,0.32,0.34,0.48,0.25,0.4,7,2,28.6,5,71.4,24.26,0.96,1.91,10.21,12.45,3.09,24.15,0.74,0.21,0.53,10.74,46.06,19.79,0.96,0.53,0.32,2.23,0.64,16.81,3.83,1.81,0.11,1.38,0.0,0.0,0.32,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,96,147,65.3,1264,341,61,78,78.2,27,42,64.3,2,7,28.6,0.11,0.15,0.06,-0.04,1.17,0.96,0.43,0.0,1.91,15.64,15.32,0.32,0.0,0.21,0.0,1.17,0.0,0.0,0.0,0.0,0.0,10.21,0.0,0.64,2.24,0.53,0.1,0.4,0.11,-0.2,-0.4,36.7,0.11,0.0,0.0,0.96,0.74,0.53,0.0,0.21,0.0,0.0,2.23,1.91,3.3,0.32,0.11,0.11,0.11,0.0,0.43,0.43,0.64,0.0,0.32,0.85,0.0,0.0
1252,1356,Alan Matturro,uy URU,DF,Genoa,it Serie A,20.0,2004.0,7,6,562,6.2,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.05,2,1,50.0,1,50.0,42.26,4.52,20.16,16.94,5.48,1.13,42.26,0.32,0.16,0.16,19.68,106.29,56.29,0.97,0.48,0.0,0.81,0.32,22.74,1.29,0.96,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,206,75.2,3080,1186,45,59,76.3,91,105,86.7,17,31,54.8,0.0,0.03,0.05,-0.03,0.32,1.13,0.65,0.32,1.94,33.23,29.84,3.23,0.32,0.0,0.16,0.81,2.9,0.0,0.0,0.0,0.0,25.0,0.16,0.65,0.48,0.48,0.0,0.0,0.05,-0.1,-0.1,41.7,0.16,0.0,0.0,1.13,0.81,0.16,1.45,0.65,0.0,0.0,2.9,1.61,2.26,1.29,0.48,0.81,0.0,0.48,1.94,1.45,0.81,0.32,2.74,2.74,0.0,25.0
